name,star_name,star_age,star_age_error_min,star_age_error_max,mass,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,discovered,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,detection_type,mass_measurement_type,radius_measurement_type,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_teff,star_teff_error_min,star_teff_error_max
K2-111 c,K2-111,12.3,-0.7,0.7,0.0349245056625791,-0.00314635186149361,0.00346098704764298,0.298,,,15.6748,-0.0061,0.0062,0.11565,-0.00092,0.00092,0.069,-0.049,0.072,,,,2020.0,-79.6,-150.1,96.3,,,,2458119.62,-0.33,0.33,,,,3.19,-0.3,0.3,923.0,-13.0,13.0,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,59.8903081,21.2985263,11.13,,9.768,9.477,9.377,200.394,-2.69,2.763,-0.46,-0.05,0.05,0.84,-0.02,0.02,1.25,-0.02,0.02,G2,5775.0,-60.0,60.0
K2-113 b,K2-113,5.9,-3.4,2.7,1.29,-0.14,0.13,1.08305825675796,-0.0312249085556249,0.0312249085556249,5.817685,-4.1e-05,4.1e-05,0.0642,-0.0009,0.0009,0.0,,,86.21,-0.21,0.2,2017.0,,,,,,,2457398.70433,-0.0003,0.0003,0.72,-0.04,0.03,144.5,-15.4,13.5,1098.0,-23.0,23.0,Transit,Mass,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,19.4493823,6.8688469,13.744,,12.347,11.998,11.949,635.722,-13.43,13.43,0.27,-0.06,0.06,1.04,-0.04,0.04,1.24,-0.03,0.03,G,5660.0,-87.0,87.0
K2-114 b,K2-114,7.6,-4.6,4.2,2.01,-0.12,0.12,0.945,-0.028,0.029,11.390931,-3.2e-06,3.1e-06,0.0944,-0.0011,0.0013,0.079,-0.03,0.03,89.16,-0.13,0.18,2017.0,-50.0,-13.0,22.0,,,,2457687.08869,-0.00016,0.00016,0.378,-0.085,0.061,200.0,-10.0,10.0,701.4,-7.7,7.6,Transit,Mass,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,127.882912,11.922255,14.55,,12.835,12.386,12.304,475.758,-7.98,8.252,0.42,-0.037,0.036,0.863,-0.031,0.037,0.832,-0.021,0.022,,4899.0,-58.0,59.0
K2-115 b,K2-115,2.2,-1.6,3.5,1.01,-0.23,0.22,1.053,-0.028,0.03,20.2729914,-5e-06,5e-06,0.1415,-0.0024,0.002,0.063,-0.042,0.061,88.912,-0.075,0.057,2017.0,137.0,-87.0,46.0,,,,2457522.07014,-0.00017,0.00017,0.655,-0.021,0.018,80.0,-18.0,17.0,696.0,-15.0,19.0,Transit,Mass,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,126.5535002,12.281851,13.444,,12.108,11.76,11.724,413.591,-4.225,4.312,-0.198,-0.049,0.043,0.918,-0.046,0.039,0.855,-0.021,0.024,G4,5870.0,-150.0,170.0
K2-12 b,K2-12,8.9,-3.3,3.0,0.0163610296797668,,,0.217682594457496,-0.0124899849278891,0.0267642534169052,8.28246,-0.00052,0.00052,0.0792,-0.0013,0.0016,0.5,,,87.6,-5.4,1.8,2015.0,,,,,,,2456815.3701,-0.0029,0.0029,0.19,,,2.1,,,1026.0,-15.0,15.0,Transit,Mass,<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>,173.1919022,2.2446794,12.38,,10.983,10.712,10.605,326.381,-6.053,6.282,0.0,-0.07,0.07,0.965,-0.048,0.064,1.117,-0.014,0.014,F9,5672.0,-63.0,63.0
K2-131 b,K2-131,5.3,-3.7,4.9,0.0248561797057995,-0.0040902574199417,0.0040902574199417,0.150771960915233,-0.00517442232726835,0.00758320513478982,0.3693038,-9.1e-06,9.1e-06,0.00936,-0.00014,0.00014,0.0,,,85.0,-10.0,9.0,2017.0,,,,,,,2457582.936,-0.0011,0.0011,0.4,-0.26,0.27,8.0,-1.3,1.3,2223.0,-37.0,37.0,Transit,Mass,<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>,182.751404,-9.7652392,12.129,,10.57,10.122,10.051,152.509,-1.063,1.079,-0.04,-0.07,0.07,0.803,-0.034,0.034,0.7595,-0.0089,0.0087,,5120.0,-71.0,71.0
K2-132 b,K2-132,8.5,-2.8,4.5,0.49,-0.06,0.06,1.3,-0.07,0.07,9.1751,-0.0027,0.0023,0.0916,-0.0006,0.0006,0.29,-0.049,0.049,77.46,-0.51,0.47,2017.0,82.6,-4.2,4.0,,,,2457590.1491,-0.009,0.008,0.848,-0.008,0.007,42.1,-4.2,4.3,1586.0,-10.0,10.0,Transit,Mass,<a refstr=GRUNBLATT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..254G/abstract target=ref>Grunblatt et al. 2017</a>,182.1662666,-8.7472172,12.071,,10.153,9.637,9.54,609.818,-16.962,17.942,-0.01,-0.08,0.08,1.08,-0.08,0.08,3.85,-0.13,0.13,,4840.0,-90.0,90.0
K2-136 b,K2-136,0.65,-0.07,0.07,0.0135293130044225,,,0.0904631765491398,-0.00437149472476119,0.00446070890281754,7.9752,-0.00079,0.00079,0.0707,-0.0012,0.0012,0.14,-0.11,0.12,89.2,-0.6,0.6,2017.0,189.0,-132.0,82.0,,,,2457817.7563,-0.0048,0.0046,0.22,-0.14,0.15,1.7,,,610.0,,,Transit,Mass,<a refstr=MAYO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..235M/abstract target=ref>Mayo et al. 2023</a>,67.4128615,22.8825674,11.101,,9.096,8.496,8.368,59.2474,-0.1865,0.1877,-0.02,-0.08,0.08,0.742,-0.038,0.039,0.677,-0.027,0.027,K5.5,4500.0,-75.0,125.0
K2-136 c,K2-136,0.65,-0.07,0.07,0.0569489686930344,-0.0056634333506885,0.00597806853683787,0.267642534169052,-0.0115978431473256,0.0115978431473256,17.30713,-0.00027,0.00027,0.1185,-0.0021,0.002,0.047,-0.034,0.062,89.7,-0.3,0.2,2017.0,124.0,-99.0,99.0,,,,2457812.7177,-0.00085,0.00086,0.31,-0.14,0.11,5.49,-0.52,0.54,470.0,,,Transit,Mass,<a refstr=MAYO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..235M/abstract target=ref>Mayo et al. 2023</a>,67.4128615,22.8825674,11.101,,9.096,8.496,8.368,59.2474,-0.1865,0.1877,-0.02,-0.08,0.08,0.742,-0.038,0.039,0.677,-0.027,0.027,K5.5,4500.0,-75.0,125.0
K2-136 d,K2-136,0.65,-0.07,0.07,0.00943905558448084,,,0.139620188658189,-0.00678027753228266,0.00686949171033901,25.575,-0.0023,0.0024,0.1538,-0.0027,0.0026,0.071,-0.049,0.063,89.4,-0.2,0.4,2017.0,280.0,-110.0,130.0,,,,2457780.8117,-0.0065,0.0065,0.677,-0.049,0.042,0.78,,,420.0,,,Transit,Mass,<a refstr=MAYO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..235M/abstract target=ref>Mayo et al. 2023</a>,67.4128615,22.8825674,11.101,,9.096,8.496,8.368,59.2474,-0.1865,0.1877,-0.02,-0.08,0.08,0.742,-0.038,0.039,0.677,-0.027,0.027,K5.5,4500.0,-75.0,125.0
K2-138 b,K2-138,2.8,-1.7,3.8,0.00975364188402605,-0.00330365289620237,0.00330365289620237,0.13471317691141,-0.00749397805334999,0.0098135426889107,2.35309,-0.00022,0.00022,0.03385,-0.00029,0.00023,0.048,-0.033,0.054,87.2,-1.0,1.2,2017.0,244.0,-97.0,32.0,,,,2457773.31683,-0.0009,0.00091,0.419,-0.181,0.164,1.56,-0.53,0.53,1157.0,-74.0,78.0,Transit,Mass,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,348.9490311,-10.8497391,12.246,,10.756,10.384,10.305,202.585,-1.989,2.028,0.14,-0.04,0.04,0.935,-0.023,0.019,0.863,-0.018,0.031,G8 V,5356.3,-13.1,41.8
K2-138 c,K2-138,2.8,-1.7,3.8,0.0198533807381304,-0.00386999339269421,0.00355535978353208,0.205103042198234,-0.00776162012668391,0.0107056829333571,3.56004,-0.00011,0.00012,0.04461,-0.00038,0.0003,0.045,-0.032,0.051,88.1,-0.7,0.7,2017.0,200.0,-27.0,60.0,,,,2457740.32182,-0.00089,0.00087,0.369,-0.136,0.13,2.78,-0.55,0.5,1012.0,-61.0,65.0,Transit,Mass,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,348.9490311,-10.8497391,12.246,,10.756,10.384,10.305,202.585,-1.989,2.028,0.14,-0.04,0.04,0.935,-0.023,0.019,0.863,-0.018,0.031,G8 V,5356.3,-13.1,41.8
K2-138 d,K2-138,2.8,-1.7,3.8,0.0249189818456408,-0.00424755372368877,0.00437340716735362,0.213221518422696,-0.00749397805334999,0.00927825854224284,5.40479,-0.00021,0.00021,0.05893,-0.0005,0.0004,0.043,-0.03,0.041,89.0,-0.6,0.6,2017.0,83.0,-38.0,82.0,,,,2457743.15989,-0.00093,0.00091,0.241,-0.152,0.159,3.03,-0.52,0.52,888.0,-53.0,57.0,Transit,Mass,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,348.9490311,-10.8497391,12.246,,10.756,10.384,10.305,202.585,-1.989,2.028,0.14,-0.04,0.04,0.935,-0.023,0.019,0.863,-0.018,0.031,G8 V,5356.3,-13.1,41.8
K2-138 e,K2-138,2.8,-1.7,3.8,0.0408079791083284,-0.0062612088223264,0.00622974546141019,0.302435542867339,-0.0098135426889107,0.0139173878133643,8.26146,-0.00022,0.00021,0.0782,-0.00066,0.00053,0.077,-0.049,0.048,88.6,-0.3,0.3,2017.0,180.0,-44.0,40.0,,,,2457740.64558,-0.00081,0.00085,0.468,-0.126,0.096,4.31,-0.67,0.67,757.0,-47.0,52.0,Transit,Mass,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,348.9490311,-10.8497391,12.246,,10.756,10.384,10.305,202.585,-1.989,2.028,0.14,-0.04,0.04,0.935,-0.023,0.019,0.863,-0.018,0.031,G8 V,5356.3,-13.1,41.8
K2-138 f,K2-138,2.8,-1.7,3.8,0.00512852782934273,-0.00371267658811314,0.00667023251423717,0.259077526987242,-0.00990275671335534,0.0146311000089214,12.75758,-0.00048,0.0005,0.10447,-0.00088,0.0007,0.062,-0.043,0.064,88.8,-0.2,0.2,2017.0,144.0,-80.0,117.0,,,,2457738.70235,-0.00092,0.00093,0.56,-0.112,0.079,0.47,-0.34,0.61,653.0,-42.0,45.0,Transit,Mass,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,348.9490311,-10.8497391,12.246,,10.756,10.384,10.305,202.585,-1.989,2.028,0.14,-0.04,0.04,0.935,-0.023,0.019,0.863,-0.018,0.031,G8 V,5356.3,-13.1,41.8
K2-138 g,K2-138,2.8,-1.7,3.8,0.013592171915804,-0.00953339835761256,0.0165497278419281,0.268801855651708,-0.0223927201356053,0.0270318494067267,41.96797,-0.00725,0.00843,0.23109,-0.00196,0.00154,0.059,-0.04,0.063,89.4,-0.3,0.4,2021.0,164.0,-72.0,92.0,,,,2457773.86156,-0.03219,0.01863,0.558,-0.356,0.284,0.83,-0.58,1.02,445.0,-30.0,31.0,Transit,Mass,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,348.9490311,-10.8497391,12.246,,10.756,10.384,10.305,202.585,-1.989,2.028,0.14,-0.04,0.04,0.935,-0.023,0.019,0.863,-0.018,0.031,G8 V,5356.3,-13.1,41.8
K2-139 b,K2-139,1.8,-0.3,0.3,0.387,-0.075,0.083,0.812739762690695,-0.0151663841555893,0.0151663841555893,28.380619,-0.000528,0.000551,0.1796,-0.0015,0.0015,0.12,-0.08,0.12,89.556684,-0.198088,0.256667,2017.0,124.0,-79.0,175.0,,,,2457325.8175,-0.00059,0.00058,0.17,-0.12,0.16,27.7,-5.3,6.0,524.0,-8.0,8.0,Transit,Mass,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,289.066707,-17.9107147,11.652,,10.177,9.768,9.66,153.856,-0.921,0.932,0.24,-0.05,0.05,0.96,-0.02,0.02,0.88,-0.01,0.01,K0 V,5370.0,-68.0,68.0
K2-140 b,K2-140,9.8,-4.6,3.4,0.93,-0.04,0.04,1.21,-0.09,0.09,6.569188,-3.1e-05,3.1e-05,0.068,-0.001,0.001,0.0,,,88.3,-0.1,0.1,2017.0,90.0,,,,,,2457588.28509,-5e-05,5e-05,0.42,-0.04,0.04,104.1,-2.7,2.7,962.0,-28.0,28.0,Transit,Mass,<a refstr=KORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1807K/abstract target=ref>Korth et al. 2019</a>,188.1373172,-9.6076115,12.727,,11.421,11.068,10.995,347.917,-7.917,8.287,0.1,-0.1,0.1,0.96,-0.04,0.06,1.06,-0.06,0.07,G6 V,5585.0,-120.0,120.0
K2-141 b,K2-141,6.3,-4.7,6.6,0.0156373687516233,-0.00106975963290783,0.00110122315152276,0.13471340886509,-0.00446070890281754,0.00446070890281754,0.2803244,-1.5e-06,1.5e-06,0.00747,-0.0001,0.0001,0.0,,,86.3,-3.6,2.7,2018.0,90.0,,,,,,2457744.0716,-0.00022,0.00022,-0.01,-0.35,0.38,6.1,-0.39,0.39,2103.0,-56.0,56.0,Transit,Mass,<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>,350.9170464,-1.1891827,11.454,9.967,9.086,8.524,8.401,61.8736,-0.1654,0.1662,0.0,-0.06,0.06,0.708,-0.028,0.028,0.681,-0.018,0.018,K7 V,4570.0,-100.0,100.0
K2-141 c,K2-141,6.3,-4.7,6.6,0.0251708148919489,,,0.624499246394456,-0.249799698557782,0.410385219059214,7.7485,-0.00022,0.00022,0.0683,-0.00091,0.00091,0.092,,,87.2,-2.0,1.6,2018.0,90.0,,,,,,2457751.1546,0.0,0.0,,,,3.2,,,695.0,-18.0,18.0,Transit,Mass,<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>,350.9170464,-1.1891827,11.454,9.967,9.086,8.524,8.401,61.8736,-0.1654,0.1662,0.0,-0.06,0.06,0.708,-0.028,0.028,0.681,-0.018,0.018,K7 V,4570.0,-100.0,100.0
K2-146 b,K2-146,5.0,-2.0,4.0,0.01816,-0.00024,0.00024,0.182888750111518,-0.00535284146667856,0.00535284146667856,2.6446,-6e-05,6e-05,0.0248,-0.0002,0.0002,0.129,-0.019,0.019,88.93,-0.11,0.11,2018.0,-64.0,-6.0,6.0,,,,2458204.5902,-0.0005,0.0005,0.391,-0.069,0.069,,,,534.0,-10.0,10.0,Transit,Mass,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,130.0266951,19.0923416,16.7,,12.183,11.605,11.37,79.3002,-0.4723,0.478,-0.02,-0.12,0.12,0.331,-0.009,0.009,0.33,-0.01,0.01,M3.0 V,3385.0,-70.0,70.0
K2-146 c,K2-146,5.0,-2.0,4.0,0.02358,-0.00031,0.00031,0.195378713533768,-0.00624498171112499,0.00624498171112499,4.00498,-0.00011,0.00011,0.0327,-0.0006,0.0006,0.075,-0.016,0.016,87.54,-0.04,0.04,2019.0,130.0,-5.0,5.0,,,,2458204.1316,-0.0007,0.0007,0.93,-0.097,0.097,,,,518.531404719675,-14.118695288044,14.118695288044,Transit,Mass,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,130.0266951,19.0923416,16.7,,12.183,11.605,11.37,79.3002,-0.4723,0.478,-0.02,-0.12,0.12,0.331,-0.009,0.009,0.33,-0.01,0.01,M3.0 V,3385.0,-70.0,70.0
K2-157 b,K2-157,8.8,-4.0,4.0,0.0036,-0.0013,0.0013,0.0834,-0.0081,0.0081,0.3652575,-8.8e-06,7.8e-06,0.00962,-0.0001,0.0001,,,,89.2,-9.1,9.3,2018.0,,,,,,,2457582.822,-0.0032,0.0041,0.03,-0.38,0.38,1.1,-0.41,0.39,2432.0,-42.0,42.0,Transit,Mass,<a refstr=CASTRO_GONZALEZ_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...699A.344C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2025</a>,183.7514959,-5.7820178,12.942,,11.398,11.023,10.98,298.373,-4.455,4.59,0.02,-0.04,0.04,0.89,-0.029,0.029,0.86,-0.019,0.019,G9 V,5334.0,-64.0,64.0
K2-157 c,K2-157,8.8,-4.0,4.0,0.0967,-0.006,0.006,0.543,,,25.942,-0.044,0.045,0.165,-0.0018,0.0018,0.2,,,,,,2025.0,,,,,,,2458557.02,-0.3,0.3,,,,7.17,-0.42,0.42,587.0,-10.0,10.0,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,183.7514959,-5.7820178,12.942,,11.398,11.023,10.98,298.373,-4.455,4.59,0.02,-0.04,0.04,0.89,-0.029,0.029,0.86,-0.019,0.019,G9 V,5334.0,-64.0,64.0
K2-157 d,K2-157,8.8,-4.0,4.0,0.0732,-0.0077,0.0077,0.461,,,66.5,-0.59,0.71,0.309,-0.0038,0.0038,0.5,,,,,,2025.0,,,,,,,2458589.3,-2.0,1.7,,,,3.96,-0.41,0.42,429.1,-7.5,7.5,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,183.7514959,-5.7820178,12.942,,11.398,11.023,10.98,298.373,-4.455,4.59,0.02,-0.04,0.04,0.89,-0.029,0.029,0.86,-0.019,0.019,G9 V,5334.0,-64.0,64.0
K2-167 b,K2-167,5.3,-2.0,2.5,0.0204512870997085,-0.00471952779224042,0.00503416297838978,0.211,-0.013,0.019,9.978541,-1.9e-05,2.3e-05,0.0932,-0.0029,0.0028,0.48,-0.26,0.26,86.8,-1.1,1.6,2018.0,140.0,-100.0,120.0,,,,2457299.2465,-0.0023,0.0022,0.55,-0.36,0.26,1.97,-0.55,1.1,1220.0,-19.0,20.0,Transit,Mass,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,336.5761233,-18.011665,8.24,,7.202,6.974,6.887,80.8994,-0.4677,0.4731,-0.456,-0.081,0.081,1.084,-0.097,0.1,1.499,-0.071,0.077,F7 V,6310.0,-170.0,170.0
K2-180 b,K2-180,7.5,-4.7,4.4,0.0359,-0.0068,0.0075,0.22,-0.0086,0.0098,8.865663,-1e-05,1.1e-05,0.0756,-0.001,0.0012,0.075,-0.051,0.08,89.15,-0.38,0.51,2018.0,130.0,-110.0,120.0,,,,2457489.1566,-0.00076,0.00078,0.33,-0.2,0.17,4.36,-0.82,0.9,797.5,-8.5,8.4,Transit,Mass,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,126.4643579,10.246577,12.557,,11.146,10.747,10.677,203.896,-1.712,1.742,-0.578,-0.08,0.079,0.735,-0.029,0.035,0.719,-0.023,0.025,K2 V,5365.0,-92.0,92.0
K2-181 b,K2-181,5.9,-3.8,4.5,0.0242,,,0.239986138971584,-0.00802927602507158,0.0187349773918337,6.8941,-0.00043,0.00043,0.0706,-0.001,0.001,0.4,-0.22,0.3,87.4,-0.71,1.5,2018.0,20.0,-180.0,110.0,,,,2457143.7948,-0.0025,0.0025,0.48,-0.33,0.25,,,,949.0,-26.0,26.0,Transit,M-R relationship,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,127.5541103,10.9101444,12.669,,11.438,11.082,11.026,360.911,-5.201,5.351,0.18,-0.047,0.047,0.96,-0.04,0.04,1.06,-0.042,0.042,,5528.0,-100.0,100.0
K2-182 b,K2-182,6.2,-4.2,4.9,0.066,-0.016,0.017,0.242,-0.0081,0.0099,4.7369696,-1.7e-06,1.7e-06,0.05174,-0.0007,0.00075,0.071,-0.051,0.11,88.91,-0.69,0.71,2018.0,-160.0,-130.0,110.0,,,,2457652.79755,-0.00028,0.00027,0.27,-0.18,0.19,9.1,-2.3,2.3,965.8,-9.8,10.0,Transit,Mass,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,130.180046,10.9829509,11.833,,10.408,9.994,9.913,154.83,-1.236,1.256,0.022,-0.066,0.077,0.823,-0.033,0.036,0.789,-0.023,0.025,,5128.0,-80.0,79.0
K2-19 b,K2-19,1.7,-0.25,0.25,0.0969076373340033,-0.00283171667534425,0.00786587965373403,0.624499246394456,-0.0178428356112702,0.0178428356112702,7.9193,-0.0002,0.0003,0.07487,-0.00093,0.00093,0.1,-0.06,0.08,90.0,,,2015.0,271.0,-12.0,12.0,2456809.5,-0.1,0.1,2456813.4,-0.0003,0.0003,0.217,-0.089,0.089,10.66,-0.17,0.17,857.0,-21.0,21.0,Transit,Mass,<a refstr=ENTRICAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171...46E/abstract target=ref>Entrican et al. 2026</a>,174.9602543,0.603596,13.024,,11.596,11.208,11.161,289.827,-5.469,5.68,0.06,-0.05,0.05,0.88,-0.03,0.03,0.82,-0.03,0.03,G9,5322.0,-100.0,100.0
K2-19 c,K2-19,1.7,-0.25,0.25,0.0346098704764298,-0.00125854074459745,0.00157317593074681,0.365778130031038,-0.0178428356112702,0.0178428356112702,11.906,-0.0018,0.0012,0.0982,-0.0012,0.0012,0.1,-0.05,0.07,90.0,,,2015.0,275.0,-5.0,5.0,2456811.55,-0.15,0.15,2456817.3,-0.0012,0.0012,0.299,-0.065,0.065,3.368,-0.063,0.063,679.0,-18.0,18.0,Transit,Mass,<a refstr=ENTRICAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171...46E/abstract target=ref>Entrican et al. 2026</a>,174.9602543,0.603596,13.024,,11.596,11.208,11.161,289.827,-5.469,5.68,0.06,-0.05,0.05,0.88,-0.03,0.03,0.82,-0.03,0.03,G9,5322.0,-100.0,100.0
K2-19 d,K2-19,1.7,-0.25,0.25,0.0195073815412604,,,0.0931396018908303,-0.00570970739560645,0.00570970739560645,2.50827,-0.00014,0.00027,0.03478,-0.00043,0.00043,0.44,,,89.7,-1.6,1.6,2016.0,248.0,-110.0,72.0,,,,2456828.9909,-0.0035,0.0035,0.17,-0.12,0.18,3.1,,,1258.0,-31.0,31.0,Transit,Mass,<a refstr=ALMENARA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...703A.167A/abstract target=ref>Almenara et al. 2025</a>,174.9602543,0.603596,13.024,,11.596,11.208,11.161,289.827,-5.469,5.68,0.03,-0.02,0.02,0.892,-0.034,0.034,0.824,-0.024,0.024,G9,5350.0,-110.0,110.0
K2-199 b,K2-199,5.04,-3.59,6.12,0.0217098278443059,-0.0056634333506885,0.0056634333506885,0.154340528037487,-0.00356856712225403,0.00446070890281754,3.2253993,-2.4e-06,2.4e-06,0.0382,-0.0004,0.0004,0.02,-0.02,0.03,88.8,-0.6,0.6,2018.0,170.0,-120.0,130.0,,,,2457218.73733,-0.00055,0.00051,0.25,-0.15,0.12,3.8,-1.0,1.0,913.0,-23.0,23.0,Transit,Mass,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,208.9014508,-6.1360833,12.358,,10.277,9.726,9.625,107.518,-0.596,0.602,-0.01,-0.09,0.09,0.711,-0.024,0.022,0.682,-0.014,0.014,,4491.0,-100.0,100.0
K2-199 c,K2-199,5.04,-3.59,6.12,0.0390147630825208,-0.00723660928143531,0.00723660928143531,0.2542604074606,-0.00802927602507158,0.00892141780563508,7.3744897,-3.7e-06,3.7e-06,0.0662,-0.0007,0.0007,0.03,-0.03,0.06,87.7,-0.6,0.6,2018.0,170.0,-110.0,130.0,,,,2457222.93034,-0.00035,0.00035,0.49,-0.08,0.06,5.1,-1.0,1.0,694.0,-17.0,17.0,Transit,Mass,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,208.9014508,-6.1360833,12.358,,10.277,9.726,9.625,107.518,-0.596,0.602,-0.01,-0.09,0.09,0.711,-0.024,0.022,0.682,-0.014,0.014,,4491.0,-100.0,100.0
K2-203 b,K2-203,6.9,-4.5,4.6,0.00674,,,0.1129,-0.0071,0.0091,9.6952,-0.0014,0.0014,0.0824,-0.001,0.0011,0.23,-0.18,0.42,89.12,-0.57,0.59,2018.0,-124.0,-74.0,100.0,,,,2457435.4189,-0.0036,0.0037,0.33,-0.23,0.29,,,,738.4,-7.9,8.0,Transit,M-R relationship,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,12.7736909,-1.1958844,12.391,,10.773,10.281,10.206,166.147,-1.543,1.572,-0.021,-0.041,0.064,0.793,-0.029,0.033,0.765,-0.023,0.024,,5026.0,-81.0,82.0
